date,decimal,to go
2211295,99648,358744
211294,99649,358743
2211294,99649,358742
281493,99665,358741
931816,99669,358740
931815,99670,358739
181560,99672,358738
3181560,99672,358737
981378,99688,358736
721623,99694,358735
721622,99695,358734
811004,99707,358733
781100,99707,358732
951078,99733,358731
841534,99738,358730
291508,99747,358729
4291508,99747,358728
452000,99758,358727
291657,99794,358726
251583,99803,358725
7251583,99803,358724
7251582,99804,358723
651721,99833,358722
651720,99834,358721
671663,99852,358720
971639,99865,358719
971638,99866,358718
431712,99873,358717
171197,99875,358716
3171197,99875,358715
431711,99875,358714
3171196,99876,358713
711969,99876,358712
711968,99877,358711
381867,99891,358710
381866,99892,358709
751279,99899,358708
341131,99916,358707
411315,99917,358706
411314,99918,358705
131463,99919,358704
1131463,99919,358703
1131463,99919,358702
1131462,99920,358701
1131462,99920,358700
191356,99933,358699
571279,99976,358698
641260,100008,358697
251282,100035,358696
7251282,100035,358695
251281,100036,358694
7251281,100036,358693
1281942,100038,358692
1281942,100038,358691
1281941,100039,358690
1281941,100039,358689
941632,100041,358688
632008,100044,358687
251764,100057,358686
6251764,100057,358685
621759,100075,358684
621758,100076,358683
591648,100089,358682
591647,100090,358681
272003,100105,358680
9272003,100105,358679
272002,100106,358678
9272002,100106,358677
291034,100110,358676
661308,100126,358675
291708,100145,358674
5291708,100145,358673
291707,100146,358672
5291707,100146,358671
621048,100156,358670
621047,100157,358669
631699,100170,358668
551175,100181,358667
551174,100182,358666
511746,100182,358665
511745,100183,358664
522022,100190,358663
631909,100214,358662
631908,100215,358661
861011,100219,358660
6101121,100221,358659
6101120,100222,358658
1011207,100222,358657
1011206,100223,358656
741351,100239,358655
351116,100242,358654
511162,100243,358653
111623,100244,358652
5111623,100244,358651
111622,100245,358650
5111622,100245,358649
651329,100256,358648
941245,100261,358647
941244,100262,358646
471628,100270,358645
281821,100274,358644
6281821,100274,358643
281820,100275,358642
6281820,100275,358641
771683,100283,358640
341322,100291,358639
341178,100301,358638
341177,100302,358637
411779,100302,358636
411778,100303,358635
231028,100309,358634
8231028,100309,358633
231027,100310,358632
8231027,100310,358631
251094,100319,358630
8251094,100319,358629
251093,100320,358628
8251093,100320,358627
591621,100331,358626
591620,100332,358625
551088,100337,358624
551087,100338,358623
931652,100352,358622
931651,100353,358621
651725,100355,358620
781743,100371,358619
321515,100383,358618
151591,100384,358617
2151591,100384,358616
151590,100385,358615
2151590,100385,358614
321001,100409,358613
671021,100434,358612
1021732,100436,358611
321237,100441,358610
241626,100453,358609
5241626,100453,358608
691636,100478,358607
691635,100479,358606
571595,100483,358605
571594,100484,358604
551528,100489,358603
551527,100490,358602
781780,100495,358601
921774,100501,358600
281119,100521,358599
7281119,100521,358598
281118,100522,358597
7281118,100522,358596
811186,100522,358595
111864,100523,358594
8111864,100523,358593
111863,100524,358592
8111863,100524,358591
511893,100531,358590
541932,100569,358589
541931,100570,358588
931719,100572,358587
171905,100574,358586
3171905,100574,358585
531363,100580,358584
822018,100604,358583
2201815,100606,358582
2201814,100607,358581
181473,100608,358580
381469,100628,358579
511605,100635,358578
231611,100653,358577
8231611,100653,358576
161134,100655,358575
3161134,100655,358574
611342,100656,358573
341744,100659,358572
341743,100661,358571
471483,100668,358570
671341,100695,358569
341243,100698,358568
341242,100699,358567
251239,100703,358566
4251239,100703,358565
251238,100704,358564
4251238,100704,358563
581309,100718,358562
621939,100730,358561
821986,100757,358560
791829,100766,358559
391164,100790,358558
911641,100791,358557
641045,100794,358556
641044,100795,358555
6231552,100812,358554
6231551,100813,358553
551835,100815,358552
551834,100817,358551
981752,100836,358550
981751,100837,358549
751589,100839,358548
891458,100843,358547
891457,100844,358546
251095,100856,358545
791234,100862,358544
421758,100867,358543
841882,100876,358542
841881,100878,358541
881950,100880,358540
461657,100889,358539
461656,100890,358538
871352,100921,358537
871351,100922,358536
951660,100948,358535
321406,100960,358534
371056,100973,358533
371055,100974,358532
251570,100987,358531
5251570,100987,358530
781618,101024,358529
781617,101025,358528
161766,101026,358527
8161766,101026,358526
161765,101027,358525
8161765,101027,358524
481678,101044,358523
481677,101045,358522
791541,101068,358521
541178,101071,358520
541177,101072,358519
411777,101073,358518
641611,101090,358517
641610,101091,358516
161093,101092,358515
4161093,101092,358514
821993,101108,358513
821992,101109,358512
251877,101150,358511
5251877,101150,358510
251876,101151,358509
5251876,101151,358508
381788,101197,358507
881701,101201,358506
881700,101202,358505
651672,101217,358504
721911,101232,358503
721910,101233,358502
191069,101235,358501
2191069,101235,358500
141576,101241,358499
9141576,101241,358498
231127,101254,358497
5231127,101254,358496
231126,101255,358495
5231126,101255,358494
311268,101255,358493
551977,101279,358492
551976,101280,358491
881796,101297,358490
681209,101301,358489
871453,101312,358488
871452,101313,358487
831528,101322,358486
761511,101328,358485
761510,101329,358484
151091,101330,358483
6151091,101330,358482
6151090,101331,358481
631740,101339,358480
7301524,101358,358479
7301523,101359,358478
341427,101373,358477
341426,101374,358476
711751,101391,358475
511265,101395,358474
491395,101423,358473
491394,101424,358472
661380,101488,358471
351426,101494,358470
561161,101503,358469
611619,101503,358468
161974,101504,358467
1161974,101504,358466
1161974,101504,358465
241391,101578,358464
4241391,101578,358463
241390,101579,358462
4241390,101579,358461
681607,101609,358460
681606,101610,358459
471496,101641,358458
8251409,101670,358457
251408,101671,358456
8251408,101671,358455
9221439,101703,358454
821172,101721,358453
821171,101722,358452
211717,101722,358451
8211717,101722,358450
1171705,101724,358449
1171705,101724,358448
171704,101725,358447
1171704,101725,358446
1171704,101725,358445
791761,101730,358444
761451,101733,358443
761450,101734,358442
191008,101740,358441
5191008,101740,358440
521493,101754,358439
331111,101769,358438
311106,101770,358437
3311106,101770,358436
331110,101770,358435
111061,101771,358434
3111061,101771,358433
111060,101772,358432
3111060,101772,358431
291278,101781,358430
5291278,101781,358429
781007,101785,358428
391749,101793,358427
491978,101798,358426
451129,101804,358425
511292,101805,358424
511291,101806,358423
1291591,101808,358422
291591,101808,358421
11291591,101808,358420
1291591,101808,358419
591368,101811,358418
681107,101815,358417
551752,101825,358416
651623,101870,358415
321151,101900,358414
321150,101901,358413
211508,101901,358412
3211508,101901,358411
211507,101902,358410
3211507,101902,358409
6261042,101929,358408
6261041,101931,358407
1041977,101932,358406
1041976,101933,358405
241186,101952,358404
9241186,101952,358403
241185,101953,358402
9241185,101953,358401
411856,101953,358400
961200,101974,358399
612002,101974,358398
791902,102000,358397
791901,102001,358396
531629,102053,358395
531628,102054,358394
791324,102061,358393
481445,102072,358392
481444,102073,358391
521909,102083,358390
451817,102101,358389
181712,102103,358388
5181712,102103,358387
171220,102106,358386
8171220,102106,358385
321854,102115,358384
321853,102116,358383
421519,102131,358382
151974,102132,358381
2151974,102132,358380
792005,102160,358379
792004,102161,358378
551829,102175,358377
571624,102216,358376
241639,102221,358375
6241639,102221,358374
751786,102226,358373
751785,102227,358372
651962,102268,358371
251942,102276,358370
7251942,102276,358369
941656,102279,358368
941655,102280,358367
451829,102327,358366
491884,102342,358365
491883,102343,358364
961151,102358,358363
611513,102359,358362
151297,102361,358361
1151297,102361,358360
1151297,102361,358359
611512,102361,358358
971606,102365,358357
971605,102366,358356
581666,102370,358355
581665,102371,358354
931219,102398,358353
931218,102399,358352
121882,102400,358351
3121882,102400,358350
3121881,102401,358349
881764,102403,358348
881763,102404,358347
171304,102419,358346
6171304,102419,358345
851317,102440,358344
131749,102442,358343
5131749,102442,358342
551940,102456,358341
521187,102474,358340
521186,102475,358339
5211868,102475,358338
761492,102488,358337
831949,102498,358336
831948,102499,358335
1201502,102529,358334
11201502,102529,358333
341607,102537,358332
731579,102542,358331
911211,102573,358330
121142,102575,358329
1121142,102575,358328
1121142,102575,358327
121141,102576,358326
1121141,102576,358325
1121141,102576,358324
1211417,102576,358323
211417,102576,358322
11211417,102576,358321
1211417,102576,358320
141707,102578,358319
1141707,102578,358318
1141707,102578,358317
141706,102579,358316
1141706,102579,358315
1141706,102579,358314
521937,102585,358313
521936,102586,358312
8271430,102622,358311
741499,102635,358310
861897,102681,358309
581120,102691,358308
811202,102691,358307
811201,102692,358306
8112019,102692,358305
112018,102693,358304
8112018,102693,358303
1201852,102694,358302
11201852,102694,358301
231923,102699,358300
5231923,102699,358299
231869,102703,358298
9231869,102703,358297
231868,102704,358296
9231868,102704,358295
381237,102720,358294
291562,102728,358293
3291562,102728,358292
941688,102748,358291
531605,102757,358290
1281902,102764,358289
281902,102764,358288
1281902,102764,358287
1281901,102765,358286
281901,102765,358285
1281901,102765,358284
581546,102785,358283
581545,102786,358282
221341,102793,358281
4221341,102793,358280
341459,102796,358279
781671,102803,358278
781670,102804,358277
561198,102822,358276
611982,102823,358275
371579,102833,358274
371578,102834,358273
841754,102851,358272
841753,102852,358271
291177,102888,358270
6291177,102888,358269
291176,102889,358268
6291176,102889,358267
911767,102889,358266
721457,102905,358265
721456,102906,358264
451739,102923,358263
451738,102924,358262
341578,102932,358261
781016,102936,358260
781015,102937,358259
8101586,102938,358258
861878,102942,358257
991306,102962,358256
332007,102999,358255
221348,103033,358254
2221348,103033,358253
281794,103051,358252
9281794,103051,358251
581655,103069,358250
761068,103118,358249
761067,103119,358248
791934,103123,358247
791933,103124,358246
391098,103128,358245
231029,103140,358244
2231029,103140,358243
391093,103162,358242
391092,103163,358241
361017,103179,358240
6101739,103181,358239
6101738,103182,358238
781237,103187,358237
781236,103188,358236
451493,103199,358235
931170,103204,358234
311702,103204,358233
371283,103211,358232
371282,103212,358231
741564,103239,358230
971870,103271,358229
771481,103293,358228
771480,103294,358227
861861,103315,358226
861324,103318,358225
741126,103332,358224
741125,103333,358223
411259,103333,358222
511535,103386,358221
721239,103399,358220
831736,103415,358219
631557,103420,358218
751341,103446,358217
751340,103447,358216
461609,103457,358215
661441,103462,358214
661440,103463,358213
551423,103473,358212
721525,103493,358211
721524,103494,358210
551069,103501,358209
691718,103506,358208
171871,103507,358207
9171871,103507,358206
871336,103510,358205
871335,103511,358204
731685,103516,358203
631281,103525,358202
631280,103526,358201
661185,103564,358200
611851,103565,358199
851181,103568,358198
851180,103569,358197
511809,103569,358196
511808,103570,358195
821332,103582,358194
331801,103585,358193
941099,103593,358192
991503,103597,358191
991502,103598,358190
251131,103625,358189
6251131,103625,358188
251130,103626,358187
6251130,103626,358186
511307,103626,358185
941799,103641,358184
451146,103651,358183
511465,103652,358182
511464,103653,358181
291546,103661,358180
3291546,103661,358179
291545,103664,358178
3291545,103664,358177
621637,103681,358176
591791,103690,358175
791065,103693,358174
891213,103727,358173
891212,103728,358172
121256,103729,358171
9121256,103729,358170
121255,103730,358169
9121255,103730,358168
722011,103753,358167
2201099,103756,358166
722010,103756,358165
631829,103763,358164
331228,103779,358163
231532,103829,358162
6231532,103829,358161
641808,103847,358160
831296,103852,358159
561850,103879,358158
481063,103884,358157
562001,103906,358156
562000,103907,358155
941466,103912,358154
941465,103913,358153
511531,103932,358152
531006,103935,358151
531005,103936,358150
871295,103943,358149
571964,103951,358148
411150,103957,358147
111507,103957,358146
4111507,103957,358145
111506,103958,358144
4111506,103958,358143
371259,103982,358142
751203,104007,358141
751202,104008,358140
481893,104027,358139
481892,104028,358138
541904,104036,358137
541903,104037,358136
671614,104044,358135
161443,104046,358134
7161443,104046,358133
161442,104047,358132
7161442,104047,358131
921653,104069,358130
921652,104070,358129
271630,104075,358128
5271630,104075,358127
321809,104119,358126
771374,104135,358125
771373,104136,358124
831045,104143,358123
961283,104157,358122
631963,104169,358121
631962,104171,358120
821319,104197,358119
821318,104198,358118
131863,104199,358117
2131863,104199,358116
131862,104200,358115
2131862,104200,358114
381738,104259,358113
381737,104260,358112
751795,104272,358111
261569,104282,358110
3261569,104282,358109
691204,104286,358108
641228,104311,358107
881226,104317,358106
641915,104322,358105
641914,104323,358104
4191485,104324,358103
641856,104343,358102
641855,104344,358101
5241060,104392,358100
231507,104420,358099
8231507,104420,358098
281816,104500,358097
3281816,104500,358096
181602,104502,358095
8181602,104502,358094
181601,104503,358093
8181601,104503,358092
981665,104513,358091
651382,104570,358090
651381,104571,358089
381860,104574,358088
251565,104579,358087
891710,104595,358086
171017,104596,358085
9171017,104596,358084
171016,104597,358083
9171016,104597,358082
7101655,104598,358081
7101654,104599,358080
541488,104604,358079
861626,104627,358078
971121,104638,358077
971120,104639,358076
711209,104639,358075
711208,104640,358074
861414,104645,358073
861413,104646,358072
141357,104647,358071
6141357,104647,358070
611099,104656,358069
961109,104656,358068
921282,104675,358067
921281,104676,358066
1281809,104679,358065
281809,104679,358064
1281809,104679,358063
951392,104689,358062
951391,104690,358061
391504,104692,358060
642013,104715,358059
4201346,104717,358058
4201345,104718,358057
121246,104750,358056
461451,104754,358055
451169,104758,358054
511698,104758,358053
511697,104759,358052
921939,104765,358051
281294,104785,358050
9281294,104785,358049
421130,104817,358048
211302,104817,358047
4211302,104817,358046
841718,104832,358045
171788,104834,358044
4171788,104834,358043
881309,104838,358042
471708,104858,358041
191953,104864,358040
8191953,104864,358039
771466,104872,358038
771465,104873,358037
661907,104932,358036
661906,104933,358035
771650,104947,358034
241844,104966,358033
241843,104967,358032
111824,104976,358031
341724,104991,358030
371813,105028,358029
371812,105029,358028
181269,105031,358027
7181269,105031,358026
371922,105042,358025
371921,105043,358024
921849,105045,358023
921848,105046,358022
541874,105051,358021
541873,105052,358020
851507,105075,358019
851506,105076,358018
681827,105080,358017
681826,105081,358016
241885,105115,358015
6241885,105115,358014
331062,105154,358013
331061,105155,358012
1061764,105157,358011
651090,105195,358010
281798,105200,358009
871077,105212,358008
871076,105213,358007
671179,105217,358006
711790,105219,358005
411302,105224,358004
531856,105254,358003
531855,105255,358002
331759,105267,358001
331758,105268,358000
791602,105286,357999
581586,105311,357998
661141,105315,357997
661140,105316,357996
611409,105316,357995
991755,105339,357994
341783,105346,357993
431316,105359,357992
131635,105361,357991
3131635,105361,357990
781242,105387,357989
781241,105388,357988
1241591,105390,357987
241591,105390,357986
1241591,105390,357985
1241590,105391,357984
1241590,105391,357983
521824,105411,357982
521823,105412,357981
741215,105418,357980
741214,105419,357979
121473,105420,357978
4121473,105420,357977
331245,105425,357976
331244,105428,357975
341559,105437,357974
591527,105441,357973
431593,105447,357972
931687,105451,357971
331551,105464,357970
331550,105465,357969
271623,105509,357968
5271623,105509,357967
271622,105510,357966
5271622,105510,357965
821277,105541,357964
821276,105542,357963
651765,105546,357962
691141,105562,357961
911410,105564,357960
141075,105565,357959
1141075,105565,357958
1141075,105565,357957
871897,105577,357956
871896,105580,357955
751385,105593,357954
751384,105594,357953
351006,105608,357952
621467,105613,357951
621466,105614,357950
681859,105618,357949
681858,105619,357948
722020,105644,357947
2202017,105645,357946
2202016,105646,357945
911994,105654,357944
241778,105660,357943
6241778,105660,357942
241777,105661,357941
6241777,105661,357940
791714,105672,357939
791713,105673,357938
171369,105674,357937
9171369,105674,357936
171368,105675,357935
9171368,105675,357934
881078,105696,357933
881077,105697,357932
161368,105709,357931
2161368,105709,357930
941874,105729,357929
941873,105730,357928
941272,105770,357927
941271,105771,357926
781611,105798,357925
161131,105800,357924
8161131,105800,357923
161130,105801,357922
8161130,105801,357921
611306,105801,357920
641276,105813,357919
641275,105815,357918
821182,105820,357917
821181,105821,357916
211819,105821,357915
8211819,105821,357914
181939,105824,357913
1181939,105824,357912
1181939,105824,357911
661102,105829,357910
611018,105830,357909
661101,105830,357908
1101851,105832,357907
1101850,105833,357906
231212,105858,357905
3231212,105858,357904
231211,105859,357903
3231211,105859,357902
121162,105860,357901
3121162,105860,357900
121161,105861,357899
3121161,105861,357898
1211618,105861,357897
211618,105861,357896
1211618,105861,357895
161809,105864,357894
1161809,105864,357893
1161809,105864,357892
6221293,105872,357891
9301002,105877,357890
471507,105890,357889
471506,105891,357888
861682,105919,357887
621409,105929,357886
651911,105944,357885
191099,105947,357884
5191099,105947,357883
651910,105947,357882
581651,105960,357881
581650,105961,357880
462018,106007,357879
6201859,106008,357878
6201858,106009,357877
681408,106033,357876
851984,106044,357875
851983,106045,357874
4281449,106107,357873
4281448,106108,357872
331508,106125,357871
151050,106132,357870
8151050,106132,357869
521428,106141,357868
281172,106145,357867
4281172,106145,357866
281171,106146,357865
4281171,106146,357864
811718,106146,357863
811717,106147,357862
171754,106148,357861
1171754,106148,357860
1171754,106148,357859
171753,106149,357858
1171753,106149,357857
1171753,106149,357856
491332,106157,357855
491331,106158,357854
331661,106161,357853
661726,106163,357852
621235,106168,357851
831771,106190,357850
831770,106191,357849
942017,106208,357848
942016,106209,357847
4201654,106210,357846
941772,106223,357845
941771,106225,357844
341194,106235,357843
341193,106236,357842
411939,106236,357841
411938,106237,357840
871052,106241,357839
871051,106242,357838
1051616,106244,357837
1051615,106245,357836
161570,106247,357835
5161570,106247,357834
551679,106261,357833
291367,106273,357832
291366,106274,357831
971241,106286,357830
1241204,106289,357829
241204,106289,357828
1241204,106289,357827
1241203,106290,357826
1241203,106290,357825
381296,106299,357824
381295,106300,357823
981414,106313,357822
981413,106314,357821
141366,106315,357820
8141366,106315,357819
141365,106316,357818
8141365,106316,357817
761356,106329,357816
861460,106338,357815
491439,106346,357814
631696,106360,357813
631695,106361,357812
251334,106371,357811
421081,106376,357810
421080,106377,357809
621714,106384,357808
621713,106385,357807
171360,106387,357806
2171360,106387,357805
4301809,106395,357804
4301808,106396,357803
551415,106408,357802
141502,106410,357801
5141502,106410,357800
241638,106415,357799
381833,106419,357798
381832,106420,357797
931655,106433,357796
531866,106438,357795
531865,106439,357794
331171,106445,357793
311713,106446,357792
3311713,106446,357791
311712,106447,357790
3311712,106447,357789
171269,106448,357788
1171269,106448,357787
1171269,106448,357786
171268,106449,357785
1171268,106449,357784
1171268,106449,357783
941527,106456,357782
1221842,106467,357781
1221842,106467,357780
661412,106474,357779
661411,106475,357778
141183,106476,357777
6141183,106476,357776
141182,106477,357775
6141182,106477,357774
411825,106477,357773
251547,106481,357772
8251547,106481,357771
251546,106482,357770
8251546,106482,357769
831261,106494,357768
1261035,106497,357767
261035,106497,357766
1261035,106497,357765
1261034,106498,357764
261034,106498,357763
1261034,106498,357762
421206,106528,357761
431496,106552,357760
961666,106556,357759
961665,106557,357758
251797,106564,357757
5251797,106564,357756
971680,106569,357755
991720,106578,357754
172003,106578,357753
9172003,106578,357752
172002,106579,357751
9172002,106579,357750
921908,106591,357749
921907,106592,357748
281392,106609,357747
281391,106610,357746
251642,106653,357745
6251642,106653,357744
251641,106655,357743
6251641,106655,357742
641954,106656,357741
351032,106671,357740
981337,106681,357739
381499,106707,357738
961304,106722,357737
471084,106751,357736
841568,106756,357735
921316,106768,357734
131624,106770,357733
2131624,106770,357732
841660,106790,357731
491243,106807,357730
441618,106831,357729
161819,106833,357728
4161819,106833,357727
161818,106834,357726
4161818,106834,357725
181864,106835,357724
6181864,106835,357723
411410,106852,357722
141011,106853,357721
1141011,106853,357720
1141011,106853,357719
1141010,106854,357718
1141010,106854,357717
4101094,106855,357716
671896,106886,357715
321374,106900,357714
341136,106907,357713
341135,106909,357712
411359,106909,357711
331359,106919,357710
841378,106953,357709
821918,106964,357708
191813,106966,357707
2191813,106966,357706
191812,106967,357705
2191812,106967,357704
181275,106968,357703
9181275,106968,357702
181274,106969,357701
9181274,106969,357700
371873,106996,357699
561579,107004,357698
981599,107009,357697
391004,107018,357696
331979,107044,357695
381249,107061,357694
791833,107079,357693
791832,107080,357692
961971,107102,357691
961970,107104,357690
831127,107109,357689
831126,107110,357688
311266,107110,357687
8311266,107110,357686
311265,107112,357685
8311265,107112,357684
371774,107136,357683
421466,107141,357682
421465,107142,357681
761736,107163,357680
871337,107175,357679
261395,107206,357678
3261395,107206,357677
851595,107224,357676
851594,107225,357675
272017,107237,357674
5272017,107237,357673
272016,107238,357672
5272016,107238,357671
7201684,107239,357670
431659,107244,357669
431658,107245,357668
751277,107256,357667
751276,107257,357666
541184,107269,357665
411844,107270,357664
411843,107271,357663
381169,107275,357662
811690,107277,357661
622006,107284,357660
622005,107285,357659
211348,107292,357658
5211348,107292,357657
431319,107314,357656
131901,107316,357655
3131901,107316,357654
131900,107317,357653
3131900,107317,357652
6301159,107325,357651
6301158,107326,357650
531124,107361,357649
311245,107362,357648
5311245,107362,357647
311244,107363,357646
5311244,107363,357645
311906,107381,357644
8311906,107381,357643
161019,107388,357642
6161019,107388,357641
6101973,107389,357640
6101972,107390,357639
531439,107408,357638
461822,107433,357637
461821,107434,357636
821788,107436,357635
821787,107437,357634
541475,107503,357633
991869,107515,357632
271157,107524,357631
9271157,107524,357630
271156,107525,357629
9271156,107525,357628
711569,107525,357627
651247,107539,357626
651246,107540,357625
281050,107559,357624
851122,107629,357623
1221547,107633,357622
11221547,107633,357621
1221547,107633,357620
191383,107644,357619
321091,107686,357618
1091568,107688,357617
261701,107718,357616
5261701,107718,357615
991769,107737,357614
791323,107744,357613
581699,107764,357612
481499,107778,357611
441898,107801,357610
441897,107802,357609
391816,107808,357608
181584,107810,357607
9181584,107810,357606
181583,107811,357605
9181583,107811,357604
3301582,107827,357603
821602,107831,357602
551966,107838,357601
551965,107840,357600
761640,107853,357599
861207,107860,357598
861111,107875,357597
611109,107876,357596
861110,107876,357595
111086,107877,357594
6111086,107877,357593
611108,107877,357592
111085,107878,357591
6111085,107878,357590
461302,107900,357589
881588,107934,357588
291864,107951,357587
291863,107954,357586
971438,107958,357585
651586,107988,357584
631043,107993,357583
631042,107994,357582
841343,108003,357581
431973,108011,357580
621775,108021,357579
581170,108065,357578
811703,108065,357577
341345,108070,357576
431941,108084,357575
451809,108116,357574
421932,108125,357573
421931,108126,357572
931898,108128,357571
981581,108132,357570
341914,108175,357569
191416,108177,357568
4191416,108177,357567
141630,108180,357566
9141630,108180,357565
391639,108188,357564
391638,108189,357563
341696,108214,357562
341695,108215,357561
661829,108226,357560
481147,108261,357559
811471,108262,357558
471008,108265,357557
471007,108266,357556
421183,108276,357555
211830,108278,357554
4211830,108278,357553
521589,108324,357552
751141,108332,357551
751140,108333,357550
511409,108333,357549
511408,108335,357548
441568,108347,357547
441567,108348,357546
371059,108356,357545
371058,108357,357544
431587,108369,357543
461449,108375,357542
491251,108379,357541
491250,108380,357540
531912,108389,357539
531911,108390,357538
191165,108391,357537
3191165,108391,357536
191164,108392,357535
3191164,108392,357534
911647,108392,357533
911646,108393,357532
821585,108400,357531
851974,108404,357530
851973,108405,357529
781663,108447,357528
631429,108452,357527
7241897,108488,357526
261758,108504,357525
8261758,108504,357524
261757,108505,357523
8261757,108505,357522
551315,108518,357521
131509,108520,357520
5131509,108520,357519
772006,108527,357518
221634,108568,357517
9221634,108568,357516
10291940,108594,357515
411769,108602,357514
691922,108606,357513
511674,108618,357512
511673,108619,357511
971002,108634,357510
971001,108635,357509
781209,108647,357508
781208,108648,357507
291097,108654,357506
9291097,108654,357505
291096,108655,357504
9291096,108655,357503
941775,108660,357502
771058,108705,357501
581574,108709,357500
721496,108718,357499
861151,108770,357498
611510,108772,357497
151017,108773,357496
1151017,108773,357495
1151017,108773,357494
151016,108774,357493
1151016,108774,357492
1151016,108774,357491
5101689,108776,357490
961218,108780,357489
121811,108782,357488
6121811,108782,357487
181119,108784,357486
2181119,108784,357485
12181119,108784,357484
811191,108785,357483
811190,108786,357482
111906,108786,357481
8111906,108786,357480
111905,108787,357479
8111905,108787,357478
471714,108793,357477
171446,108795,357476
7171446,108795,357475
461069,108799,357474
461068,108800,357473
761017,108808,357472
6101746,108810,357471
6101745,108811,357470
971374,108830,357469
3172002,108851,357468
851239,108872,357467
391175,108876,357466
391174,108877,357465
911746,108877,357464
471674,108883,357463
471673,108884,357462
881966,108901,357461
662017,108905,357460
662016,108906,357459
6201688,108907,357458
6201687,108908,357457
221913,108914,357456
6221913,108914,357455
191346,108916,357454
2191346,108916,357453
721386,108941,357452
221125,108947,357451
6221125,108947,357450
221124,108948,357449
6221124,108948,357448
211246,108948,357447
2211246,108948,357446
2211245,108949,357445
121305,108959,357444
2121305,108959,357443
681872,108993,357442
241394,108998,357441
7241394,108998,357440
241393,108999,357439
7241393,108999,357438
381931,109007,357437
381930,109008,357436
691487,109013,357435
471718,109021,357434
171866,109022,357433
7171866,109022,357432
461831,109028,357431
831119,109031,357430
311194,109032,357429
8311194,109032,357428
111943,109033,357427
3111943,109033,357426
111942,109034,357425
3111942,109034,357424
161664,109042,357423
3161664,109042,357422
731649,109053,357421
241809,109084,357420
2241809,109084,357419
531720,109123,357418
172008,109124,357417
3172008,109124,357416
172007,109125,357415
3172007,109125,357414
531380,109137,357413
881878,109143,357412
431690,109151,357411
831799,109165,357410
741413,109173,357409
141255,109175,357408
4141255,109175,357407
141254,109176,357406
4141254,109176,357405
761231,109181,357404
761230,109182,357403
1011975,109231,357402
1011974,109232,357401
331953,109243,357400
861963,109251,357399
6301329,109256,357398
291709,109260,357397
3291709,109260,357396
581662,109269,357395
581661,109270,357394
661537,109272,357393
741718,109277,357392
741717,109278,357391
171795,109279,357390
4171795,109279,357389
171794,109280,357388
4171794,109280,357387
631918,109287,357386
631917,109288,357385
3191772,109289,357384
191771,109290,357383
3191771,109290,357382
431251,109296,357381
431250,109297,357380
481286,109309,357379
481285,109310,357378
461937,109318,357377
591709,109334,357376
252001,109344,357375
331672,109375,357374
621567,109385,357373
271048,109436,357372
6271048,109436,357371
271047,109437,357370
6271047,109437,357369
341897,109464,357368
341896,109465,357367
331868,109484,357366
641375,109501,357365
961527,109523,357364
951748,109540,357363
9301872,109557,357362
9301871,109560,357361
871999,109560,357360
871998,109561,357359
581415,109575,357358
141598,109575,357357
8141598,109575,357356
141597,109576,357355
8141597,109576,357354
931481,109584,357353
931480,109585,357352
641757,109613,357351
641756,109614,357350
481035,109643,357349
341449,109655,357348
621924,109670,357347
241555,109674,357346
9241555,109674,357345
241554,109675,357344
9241554,109675,357343
231997,109681,357342
7231997,109681,357341
971434,109685,357340
971433,109686,357339
351493,109713,357338
361175,109744,357337
611753,109745,357336
611752,109746,357335
471553,109780,357334
471552,109781,357333
291810,109786,357332
5291810,109786,357331
181028,109787,357330
9181028,109787,357329
181027,109788,357328
9181027,109788,357327
261401,109794,357326
6261401,109794,357325
541851,109825,357324
851749,109828,357323
991296,109832,357322
331779,109864,357321
7221552,109897,357320
751372,109928,357319
751371,109929,357318
371624,109931,357317
221729,109938,357316
4221729,109938,357315
241841,109958,357314
9241841,109958,357313
241840,109959,357312
9241840,109959,357311
841476,109964,357310
841475,109965,357309
981728,110014,357308
981727,110015,357307
981511,110040,357306
151119,110042,357305
8151119,110042,357304
151118,110043,357303
8151118,110043,357302
511187,110043,357301
111868,110044,357300
5111868,110044,357299
681527,110048,357298
681526,110049,357297
481315,110071,357296
481314,110072,357295
8131465,110073,357294
651150,110078,357293
511504,110078,357292
511503,110079,357291
761557,110098,357290
481951,110105,357289
951161,110108,357288
511612,110109,357287
161199,110111,357286
1161199,110111,357285
1161199,110111,357284
511611,110111,357283
161198,110112,357282
1161198,110112,357281
1161198,110112,357280
611988,110112,357279
611987,110113,357278
471074,110127,357277
471073,110128,357276
851344,110133,357275
851343,110134,357274
871246,110148,357273
981938,110159,357272
381321,110163,357271
321424,110166,357270
441582,110173,357269
441581,110174,357268
581929,110176,357267
771684,110191,357266
791636,110202,357265
361741,110206,357264
741432,110209,357263
791097,110219,357262
791096,110220,357261
581627,110225,357260
971707,110235,357259
871725,110242,357258
251427,110246,357257
7251427,110246,357256
682017,110271,357255
682016,110272,357254
8201691,110273,357253
8201690,110274,357252
561089,110282,357251
581920,110300,357250
451208,110312,357249
771775,110317,357248
771774,110318,357247
551951,110328,357246
951047,110331,357245
841847,110339,357244
451676,110363,357243
451675,110364,357242
971543,110380,357241
971542,110381,357240
9121084,110411,357239
9121083,110412,357238
3231235,110433,357237
3231234,110434,357236
571880,110454,357235
451479,110468,357234
